batch	source_language	id	type		Biased against Palestine	Biased against Israel	Biased against both Palestine and Israel	Biased against others	Unbiased	Not Applicable	Unclear		Propaganda	Not Propaganda	Not Applicable	Unclear
B09	Arabic	1727	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	1751	MAIN		1	0	0	0	1	1	0		0	1	1	0
B09	Arabic	2046	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2126	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	2127	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2130	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	2132	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	2133	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2135	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2147	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2148	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	2152	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	2157	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	2166	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	2167	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	2168	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2169	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	2173	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	2176	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2178	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2180	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	2183	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	Arabic	2184	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2192	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2194	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	2195	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	2196	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2206	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2215	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	2220	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2225	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	Arabic	2227	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2228	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2230	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	2233	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2239	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	Arabic	2240	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	2243	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2245	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	Arabic	2252	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2253	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	Arabic	2259	MAIN		0	1	0	1	1	0	0		2	0	0	0
B09	Arabic	2260	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	Arabic	2265	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	Arabic	2266	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2270	MAIN		1	0	0	1	1	0	0		1	1	0	0
B09	Arabic	2273	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2275	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2278	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2279	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	2282	MAIN		0	0	0	2	1	0	0		2	0	0	0
B09	Arabic	2287	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	Arabic	2288	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	Arabic	2290	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	2294	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	Arabic	2304	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2309	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2310	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2314	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	2316	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	2328	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	2329	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	Arabic	2336	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	2337	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	2342	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2343	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	2703	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Arabic	2766	MAIN		1	0	0	1	1	0	0		2	0	0	0
B09	Arabic	2857	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	3438	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	3587	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	Arabic	3705	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Arabic	3821	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	Arabic	3863	MAIN		2	0	0	1	0	0	0		2	0	0	0
B09	Arabic	3878	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	Arabic	3891	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Arabic	3941	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Arabic	3948	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Arabic	4167	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	Arabic	4237	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Arabic	4266	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	4368	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	Arabic	4498	MAIN		0	1	0	1	1	0	0		2	0	0	0
B09	Arabic	4649	MAIN		2	0	0	1	0	0	0		2	0	0	0
B09	Arabic	4665	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	4740	MAIN		2	0	0	0	1	0	0		0	2	0	0
B09	Arabic	4795	MAIN		2	0	1	0	0	0	0		2	0	0	0
B09	Arabic	4804	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	7922	MAIN		1	1	0	0	1	0	0		1	0	0	1
B09	Arabic	7971	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	8039	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	8153	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	8273	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	8310	MAIN		1	2	0	0	0	0	0		2	0	0	0
B09	Arabic	8345	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	8368	MAIN		2	1	0	0	0	0	0		2	0	0	0
B09	Arabic	8392	MAIN		1	0	0	0	0	0	2		0	1	0	1
B09	Arabic	8488	MAIN		1	0	0	0	2	0	0		0	2	0	0
B09	Arabic	8504	MAIN		2	1	0	0	0	0	0		2	0	0	0
B09	Arabic	8572	MAIN		0	0	1	1	1	0	0		1	1	0	0
B09	Arabic	8590	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	8640	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	8675	MAIN		1	1	0	0	1	0	0		1	0	0	1
B09	Arabic	8902	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	8916	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	8918	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	8944	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	9012	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	9198	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	9208	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	9251	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	Arabic	9841	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	Arabic	10296	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	10406	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	Arabic	10422	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Arabic	10471	MAIN		0	2	0	0	1	0	0		0	2	0	0
B09	Arabic	10899	MAIN		1	1	0	0	1	0	0		0	2	0	0
B09	Arabic	10929	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	Arabic	11011	MAIN		0	0	0	1	2	0	0		1	0	0	1
B09	Arabic	11103	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	12429	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	12451	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	12617	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	Arabic	13195	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	Arabic	13737	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	Arabic	14151	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	Arabic	14222	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	Arabic	14316	MAIN		0	0	0	1	2	0	0		0	2	0	0
B09	Arabic	14347	MAIN		1	1	0	0	1	0	0		0	2	0	0
B09	Arabic	14828	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	Arabic	15433	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	35824	MAIN		1	2	0	0	0	0	0		2	0	0	0
B09	Arabic	35841	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	Arabic	35900	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	36417	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	36428	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	Arabic	37516	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	Arabic	37660	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	37848	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	37863	MAIN		0	0	0	2	1	0	0		1	1	0	0
B09	Arabic	37952	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	38051	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	38269	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Arabic	39057	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	39185	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Arabic	39246	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	39399	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	39789	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	Arabic	40682	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	41128	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	Arabic	42043	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Arabic	43685	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	Arabic	44121	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	44254	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	Arabic	44480	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Arabic	44505	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	460	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	488	MAIN		0	1	0	1	1	0	0		0	2	0	0
B09	French	491	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	496	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	French	513	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	French	517	MAIN		0	2	0	0	0	0	1		1	1	0	0
B09	French	543	MAIN		1	0	0	1	1	0	0		1	1	0	0
B09	French	564	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	600	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	613	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	French	656	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	French	659	MAIN		0	1	0	0	1	1	0		1	0	0	1
B09	French	663	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	French	666	MAIN		1	2	0	0	0	0	0		2	0	0	0
B09	French	692	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	713	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	French	716	MAIN		0	0	0	1	2	0	0		0	2	0	0
B09	French	722	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	727	MAIN		2	0	0	0	0	0	1		1	1	0	0
B09	French	736	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	743	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	745	MAIN		0	0	0	0	1	1	1		0	1	1	0
B09	French	782	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	816	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	French	822	MAIN		2	0	0	0	1	0	0		0	1	0	1
B09	French	840	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	871	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	962	MAIN		1	2	0	0	0	0	0		1	1	0	0
B09	French	976	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	French	997	MAIN		1	0	0	0	1	0	1		1	1	0	0
B09	French	999	MAIN		0	0	0	0	1	1	1		1	0	1	0
B09	French	1013	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	French	1194	MAIN		0	1	1	0	1	0	0		1	1	0	0
B09	French	1308	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	1328	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	1331	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	1365	MAIN		0	0	0	0	3	0	0		0	1	0	1
B09	French	2165	MAIN		0	0	0	2	0	1	0		1	1	0	0
B09	French	2169	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	2170	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	2171	MAIN		0	0	0	0	1	0	2		0	1	0	1
B09	French	2172	MAIN		0	0	0	0	2	0	1		0	2	0	0
B09	French	2173	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	French	2176	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	French	2179	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	French	2180	MAIN		1	0	0	0	1	0	1		2	0	0	0
B09	French	2183	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2184	MAIN		0	1	0	0	2	0	0		1	0	0	1
B09	French	2189	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	2191	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	French	2192	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	French	2197	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	French	2198	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	French	2203	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	French	2204	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	French	2205	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2208	MAIN		0	0	0	0	1	2	0		0	1	1	0
B09	French	2209	MAIN		0	0	0	0	1	1	1		0	1	1	0
B09	French	2212	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	2216	MAIN		0	1	1	0	1	0	0		0	2	0	0
B09	French	2220	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2222	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2226	MAIN		0	0	0	0	3	0	0		0	1	1	0
B09	French	2230	MAIN		0	3	0	0	0	0	0		1	0	0	1
B09	French	2231	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	2232	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	2236	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	2238	MAIN		1	2	0	0	0	0	0		1	1	0	0
B09	French	2239	MAIN		0	0	0	3	0	0	0		1	1	0	0
B09	French	2242	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	2245	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	2246	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	2249	MAIN		0	0	0	0	2	0	1		0	2	0	0
B09	French	2251	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	French	2253	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	French	2254	MAIN		0	0	0	0	1	2	0		1	0	1	0
B09	French	2255	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	2257	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	2258	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2260	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	French	2261	MAIN		0	0	0	0	1	1	1		0	1	1	0
B09	French	2262	MAIN		0	0	0	0	1	2	0		0	0	2	0
B09	French	2265	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2268	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	French	2269	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	French	2271	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	French	2275	MAIN		1	0	0	0	2	0	0		0	1	0	1
B09	French	2276	MAIN		1	0	2	0	0	0	0		1	0	1	0
B09	French	2279	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	2280	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	French	2285	MAIN		0	1	0	0	1	0	1		1	1	0	0
B09	French	2287	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	French	2288	MAIN		1	2	0	0	0	0	0		1	1	0	0
B09	French	2289	MAIN		0	0	0	2	0	1	0		1	1	0	0
B09	French	2291	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	2293	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	French	2294	MAIN		0	0	0	0	2	1	0		0	1	1	0
B09	French	2296	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	French	2305	MAIN		0	0	0	0	2	0	1		0	1	1	0
B09	French	2306	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	French	2307	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	2310	MAIN		0	1	1	0	1	0	0		1	1	0	0
B09	French	2313	MAIN		0	0	0	0	2	0	1		0	1	1	0
B09	French	2315	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	French	2320	MAIN		0	3	0	0	0	0	0		1	1	0	0
B09	French	2321	MAIN		1	0	0	1	1	0	0		1	1	0	0
B09	French	2322	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	French	2323	MAIN		0	0	0	0	2	1	0		0	2	0	0
B09	French	2327	MAIN		0	0	0	1	2	0	0		2	0	0	0
B09	French	2330	MAIN		1	1	0	0	1	0	0		1	1	0	0
B09	French	2331	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	2332	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	French	2334	MAIN		1	0	1	0	1	0	0		1	1	0	0
B09	French	2336	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	2374	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	French	2393	MAIN		2	1	0	0	0	0	0		2	0	0	0
B09	French	2395	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	2412	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	2414	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	2422	MAIN		2	1	0	0	0	0	0		1	1	0	0
B09	French	2468	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	French	2482	MAIN		0	0	1	0	0	1	1		2	0	0	0
B09	French	2483	MAIN		0	2	0	0	1	0	0		1	1	0	0
B09	French	2488	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	French	2826	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	French	2951	MAIN		1	1	0	1	0	0	0		1	1	0	0
B09	French	3048	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	3054	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	French	3332	MAIN		1	0	0	0	2	0	0		0	2	0	0
B09	French	3771	MAIN		1	1	0	0	1	0	0		0	2	0	0
B09	French	3820	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	3832	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	3876	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	3979	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	3997	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	French	4003	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	4016	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	4042	MAIN		2	0	0	1	0	0	0		2	0	0	0
B09	French	4043	MAIN		0	1	0	0	2	0	0		0	2	0	0
B09	French	4132	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	French	4442	MAIN		0	1	0	1	1	0	0		2	0	0	0
B09	French	4647	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	French	4869	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	French	4919	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	French	5373	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	French	5635	MAIN		0	0	0	0	1	1	1		0	1	1	0
B09	French	5663	MAIN		0	0	0	0	2	0	1		0	1	0	1
B09	French	5693	MAIN		0	0	0	1	1	0	1		2	0	0	0
B09	French	5721	MAIN		0	0	0	0	3	0	0		0	2	0	0
B09	French	5761	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	French	6430	MAIN		0	0	0	1	2	0	0		2	0	0	0
B09	French	6529	MAIN		0	0	0	1	2	0	0		2	0	0	0
B09	French	6610	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	French	6627	MAIN		0	0	0	0	2	0	1		1	0	0	1
B09	French	6729	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	French	6763	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	French	6881	MAIN		0	1	0	0	1	0	1		0	1	0	1
B09	French	7057	MAIN		0	1	0	1	1	0	0		2	0	0	0
B09	French	8435	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	8439	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	French	8440	MAIN		0	1	0	0	2	0	0		0	1	1	0
B09	French	8441	MAIN		1	1	1	0	0	0	0		1	1	0	0
B09	French	8479	MAIN		0	1	0	0	1	1	0		0	1	1	0
B09	French	8503	MAIN		0	1	0	1	1	0	0		1	1	0	0
B09	French	8504	MAIN		1	0	0	0	2	0	0		0	1	0	1
B09	French	8556	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	French	8616	MAIN		0	1	0	2	0	0	0		1	1	0	0
B09	French	9071	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	French	9079	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	French	9146	MAIN		0	0	0	1	2	0	0		1	1	0	0
B09	French	9217	MAIN		1	0	0	1	0	1	0		1	1	0	0
B09	French	9405	MAIN		0	1	0	0	2	0	0		2	0	0	0
B09	French	9509	MAIN		0	1	0	1	1	0	0		2	0	0	0
B09	French	9520	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	French	9521	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	French	9589	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	French	10000	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	French	10024	MAIN		0	0	0	2	1	0	0		1	1	0	0
B09	French	10025	MAIN		0	2	0	0	1	0	0		2	0	0	0
B09	French	10172	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Hebrew	284	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	Hebrew	286	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Hebrew	292	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Hebrew	297	MAIN		2	0	0	0	0	0	1		1	1	0	0
B09	Hebrew	300	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Hebrew	305	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Hebrew	438	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Hebrew	439	MAIN		2	0	0	0	0	0	1		2	0	0	0
B09	Hebrew	454	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Hebrew	457	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Hebrew	474	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Hebrew	673	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Hebrew	677	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Hebrew	681	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Hebrew	692	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Hebrew	724	MAIN		2	0	0	0	0	0	1		2	0	0	0
B09	Hebrew	737	MAIN		3	0	0	0	0	0	0		2	0	0	0
B09	Hebrew	746	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Hebrew	751	MAIN		2	0	0	1	0	0	0		2	0	0	0
B09	Hebrew	753	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Hebrew	754	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Hebrew	781	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	Hebrew	793	MAIN		2	0	0	0	1	0	0		2	0	0	0
B09	Hebrew	829	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	Hebrew	834	MAIN		2	0	1	0	0	0	0		2	0	0	0
B09	Hebrew	853	MAIN		1	0	1	1	0	0	0		1	1	0	0
B09	Hebrew	859	MAIN		2	0	0	0	0	0	1		1	1	0	0
B09	Hebrew	864	MAIN		0	0	0	0	3	0	0		1	1	0	0
B09	Hebrew	984	MAIN		0	0	1	0	2	0	0		1	1	0	0
B09	Hebrew	1003	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	Hebrew	1006	MAIN		2	0	0	1	0	0	0		2	0	0	0
B09	Hebrew	1007	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Hebrew	1058	MAIN		2	0	1	0	0	0	0		2	0	0	0
B09	Hebrew	1073	MAIN		3	0	0	0	0	0	0		1	1	0	0
B09	Hebrew	1078	MAIN		0	1	0	0	2	0	0		1	1	0	0
B09	Hebrew	1082	MAIN		1	0	0	0	2	0	0		0	1	0	1
B09	Hebrew	1096	MAIN		1	0	0	0	2	0	0		1	1	0	0
B09	Hebrew	1099	MAIN		1	0	0	0	2	0	0		2	0	0	0
B09	Hebrew	1117	MAIN		0	0	0	1	2	0	0		2	0	0	0
B09	Hebrew	1236	MAIN		1	1	0	0	1	0	0		2	0	0	0
B09	Hebrew	1244	MAIN		0	0	0	1	2	0	0		2	0	0	0
B09	Hebrew	1341	MAIN		2	0	0	0	1	0	0		1	1	0	0
B09	Hebrew	1399	MAIN		0	0	0	0	2	1	0		1	0	1	0
B09	Hebrew	1757	MAIN		1	1	0	0	1	0	0		1	1	0	0
